Software: ,GCTS CATS Advanced (WIN-CATS-ADV) [G2],Version: ,3.04,,,,,
Project: ,BMD-MORSHED,,,,,,,
Sample: ,DIC_TRIAL_S3_071626,,,,,,,
Test: ,Dynamic Modulus,,,,,,,
Specimen: ,S33BP_50,,,,,,,
Number: ,001,,,,,,,
Description: ,_,,,,,,,
Container ID: ,_,,,,,,,
Tested By: ,_MORSHED,,,,,,,
Average Diameter: ,150,(mm),,,,,,
Average Height (H): ,62.335,(mm),,,,,,
Axial Gauge Length (GL): ,101.6,(mm),,,,,,
Temperature: ,-10,(deg C),,,,,,
Confining Pressure: ,0,(kPa),,,,,,
AC Binder: ,Other,,,,,,,
,A: ,0,,,,,,
,VTS: ,0,,,,,,
,|Gb*|: ,0,(MPa),,,,,
,Phase Angle: ,0,(deg),,,,,
Starting Date: , 7/20/26,,,,,,,
Starting Time: ,10:06:49,,,,,,,
Pump: ,High Pressure,,,,,,,
Test Results: ,Stopped by User,,,,,,,
,Type: ,Universal,,,,,,
,,Duration: ,22.3,(sec),,,,
,,,,Max,Min,Range,Initial,End
11.973,4.828,9.93,595,461.554,,,,
11.998,4.824,9.954,595,461.166,,,,
12.023,4.769,9.973,588,461.193,,,,
12.048,4.754,9.995,586,459.06,,,,
12.073,4.719,10.014,582,457.973,,,,
12.098,4.697,10.036,579,458.392,,,,
12.123,4.67,10.056,576,457.71,,,,
12.148,4.649,10.079,573,457.465,,,,
12.173,4.613,10.098,569,456.65,,,,
12.198,4.599,10.12,567,458.162,,,,
12.223,4.57,10.14,564,452.5,,,,
12.248,4.55,10.162,561,456.471,,,,
12.273,4.515,10.181,557,454.045,,,,
12.298,4.501,10.203,555,454.786,,,,
12.323,4.461,10.223,550,452.808,,,,
12.348,4.44,10.245,548,455.299,,,,
12.373,4.415,10.264,545,451.411,,,,
12.398,4.394,10.287,542,453.548,,,,
12.423,4.368,10.306,539,450.574,,,,
12.448,4.347,10.328,536,451.898,,,,
12.473,4.32,10.348,533,449.242,,,,
12.498,4.305,10.371,531,450.746,,,,
12.523,4.269,10.389,527,449.731,,,,
12.548,4.27,10.412,527,449.653,,,,
12.573,4.222,10.431,521,448.459,,,,
12.598,4.203,10.453,518,451.868,,,,
12.623,4.181,10.473,516,448.474,,,,
12.648,4.157,10.495,513,449.407,,,,
12.673,4.137,10.515,510,448.828,,,,
12.698,4.113,10.537,507,449.359,,,,
12.723,4.08,10.556,503,449.412,,,,
12.748,4.078,10.579,503,447.288,,,,
12.773,4.037,10.598,498,447.959,,,,
12.798,4.024,10.62,496,447.658,,,,
12.823,3.989,10.639,492,446.596,,,,
12.848,3.981,10.662,491,447.363,,,,
12.873,3.949,10.681,487,443.289,,,,
12.898,3.925,10.704,484,448.148,,,,
12.923,3.906,10.723,482,447.442,,,,
12.948,3.887,10.745,479,447.325,,,,
12.973,3.86,10.765,476,447.265,,,,
12.998,3.84,10.787,474,448.104,,,,
13.023,3.831,10.807,473,448.691,,,,
13.048,3.809,10.829,470,448.727,,,,
13.073,3.789,10.848,467,447.939,,,,
13.098,3.775,10.87,466,447.707,,,,
13.123,3.747,10.889,462,449.501,,,,
13.148,3.747,10.912,462,449.884,,,,
13.173,3.711,10.931,458,449.287,,,,
13.198,3.708,10.954,457,450.799,,,,
13.223,3.681,10.973,454,448.082,,,,
13.248,3.667,10.995,452,451.844,,,,
13.273,3.654,11.015,451,449.313,,,,
13.298,3.63,11.037,448,451.953,,,,
13.323,3.623,11.056,447,450.726,,,,
13.348,3.591,11.079,443,453.926,,,,
13.373,3.567,11.097,440,452.237,,,,
13.398,3.558,11.12,439,451.807,,,,
13.423,3.541,11.14,437,453.046,,,,
13.448,3.519,11.162,434,454.205,,,,
13.473,3.494,11.181,431,454.045,,,,
13.498,3.479,11.204,429,456.963,,,,
13.523,3.467,11.223,428,455.529,,,,
13.548,3.448,11.245,425,457.432,,,,
13.573,3.432,11.264,423,456.862,,,,
13.598,3.428,11.288,423,459.321,,,,
13.623,3.394,11.306,419,457.415,,,,
13.648,3.393,11.329,419,458.838,,,,
13.673,3.368,11.348,415,458.348,,,,
13.698,3.352,11.37,413,460.794,,,,
13.723,3.342,11.389,412,460.706,,,,
13.748,3.324,11.412,410,462.776,,,,
13.773,3.304,11.431,408,460.201,,,,
13.798,3.29,11.454,406,463.407,,,,
13.823,3.278,11.473,404,461.399,,,,
13.848,3.265,11.496,403,464.833,,,,
13.873,3.234,11.514,399,464.058,,,,
13.898,3.235,11.537,399,465.024,,,,
13.923,3.204,11.556,395,463.303,,,,
13.948,3.199,11.579,395,464.82,,,,
13.973,3.177,11.598,392,462.548,,,,
13.998,3.166,11.621,391,466.72,,,,
14.023,3.141,11.639,387,464.256,,,,
14.048,3.138,11.662,387,467.906,,,,
14.073,3.114,11.681,384,466.986,,,,
14.098,3.098,11.703,382,468.946,,,,
14.123,3.087,11.723,381,466.478,,,,
14.148,3.069,11.745,379,467.41,,,,
14.173,3.06,11.765,377,466.066,,,,
14.198,3.041,11.787,375,470.471,,,,
14.223,3.031,11.806,374,467.363,,,,
14.248,3.015,11.829,372,470.758,,,,
14.273,2.999,11.848,370,468.071,,,,
14.298,2.983,11.87,368,471.996,,,,
14.323,2.969,11.889,366,469.016,,,,
14.348,2.954,11.912,364,471.014,,,,
14.373,2.946,11.931,363,469.623,,,,
14.398,2.933,11.954,362,470.988,,,,
14.423,2.912,11.973,359,468.195,,,,
14.448,2.902,11.995,358,471.497,,,,
14.473,2.888,12.014,356,469.779,,,,
14.498,2.879,12.037,355,470.381,,,,
14.523,2.854,12.056,352,470.171,,,,
14.548,2.838,12.079,350,471.544,,,,
14.573,2.827,12.098,349,469.809,,,,
14.598,2.819,12.121,348,469.945,,,,
14.623,2.808,12.14,346,468.581,,,,
14.648,2.789,12.162,344,471.931,,,,
14.673,2.784,12.181,343,468.409,,,,
14.698,2.775,12.204,342,471.228,,,,
14.723,2.76,12.223,340,469.17,,,,
14.748,2.751,12.246,339,471.579,,,,
14.773,2.74,12.264,338,469.544,,,,
14.798,2.729,12.287,337,468.64,,,,
14.823,2.719,12.306,335,467.462,,,,
14.848,2.699,12.329,333,468.288,,,,
14.873,2.698,12.348,333,466.244,,,,
14.898,2.676,12.371,330,468.608,,,,
14.923,2.672,12.39,330,464.789,,,,
14.948,2.64,12.412,326,466.305,,,,
14.973,2.656,12.432,328,463.427,,,,
14.998,2.622,12.454,323,466.44,,,,
15.023,2.631,12.473,325,462.369,,,,
15.048,2.612,12.496,322,464.089,,,,
15.073,2.603,12.515,321,462.224,,,,
15.098,2.595,12.538,320,465.35,,,,
15.123,2.579,12.556,318,462.08,,,,
15.148,2.571,12.579,317,460.987,,,,
15.173,2.558,12.598,315,459.628,,,,
15.198,2.547,12.62,314,461.007,,,,
15.223,2.543,12.64,314,460.428,,,,
15.248,2.522,12.663,311,460.266,,,,
15.273,2.517,12.681,310,460.016,,,,
15.298,2.51,12.704,310,459.551,,,,
15.323,2.496,12.723,308,455.385,,,,
15.348,2.48,12.745,306,457.216,,,,
15.373,2.477,12.764,306,454.191,,,,
15.398,2.456,12.787,303,457.125,,,,
15.423,2.453,12.806,303,454.03,,,,
15.448,2.431,12.829,300,455.402,,,,
15.473,2.437,12.848,301,455.541,,,,
15.498,2.408,12.871,297,455.788,,,,
15.523,2.414,12.89,298,453.809,,,,
15.548,2.394,12.912,295,454.249,,,,
15.573,2.389,12.931,295,451.51,,,,
15.598,2.373,12.954,293,452.536,,,,
15.623,2.368,12.973,292,451.837,,,,
15.648,2.357,12.995,291,453.383,,,,
15.673,2.35,13.015,290,450.121,,,,
15.698,2.327,13.037,287,451.409,,,,
15.723,2.321,13.056,286,449.93,,,,
15.748,2.292,13.079,283,450.9,,,,
15.773,2.289,13.099,282,449.75,,,,
15.798,2.261,13.12,279,450.415,,,,
15.823,2.259,13.14,279,448.659,,,,
15.848,2.223,13.161,274,450.2,,,,
15.873,2.232,13.182,275,447.779,,,,
15.898,2.205,13.204,272,448.652,,,,
15.923,2.207,13.223,272,447.104,,,,
15.948,2.174,13.246,268,450.581,,,,
15.973,2.178,13.265,269,446.561,,,,
15.998,2.154,13.287,266,449.821,,,,
16.023,2.156,13.307,266,445.506,,,,
16.048,2.127,13.329,262,447.513,,,,
16.073,2.135,13.349,263,444.636,,,,
16.098,2.102,13.37,259,448.253,,,,
16.123,2.109,13.39,260,447.69,,,,
16.148,2.084,13.412,257,448.135,,,,
16.173,2.087,13.432,257,446.747,,,,
16.198,2.057,13.454,254,448.044,,,,
16.223,2.067,13.473,255,446.331,,,,
16.248,2.032,13.496,251,447.401,,,,
16.273,2.038,13.515,251,446.795,,,,
16.298,2.005,13.537,247,449.467,,,,
16.323,2.018,13.557,249,447.606,,,,
16.348,1.982,13.579,245,449.911,,,,
16.373,1.983,13.598,245,447.002,,,,
16.397,1.949,13.62,240,451.044,,,,
16.422,1.961,13.64,242,449.733,,,,
16.447,1.93,13.662,238,450.124,,,,
16.472,1.937,13.682,239,448.653,,,,
16.497,1.909,13.704,236,449.2,,,,
16.522,1.919,13.723,237,451.927,,,,
16.547,1.889,13.746,233,451.21,,,,
16.572,1.904,13.765,235,452.059,,,,
16.597,1.875,13.788,231,452.722,,,,
16.622,1.886,13.806,233,452.595,,,,
16.647,1.859,13.829,229,455.254,,,,
16.672,1.877,13.848,231,453.32,,,,
16.697,1.843,13.87,227,453.793,,,,
16.722,1.861,13.89,230,455.31,,,,
16.747,1.827,13.913,225,456.863,,,,
16.772,1.837,13.931,227,454.172,,,,
16.797,1.812,13.955,224,459.212,,,,
16.822,1.805,13.973,223,455.364,,,,
16.847,1.797,13.996,222,461.777,,,,
16.872,1.797,14.015,222,456.049,,,,
16.897,1.768,14.037,218,459.878,,,,
16.922,1.785,14.056,220,458.072,,,,
16.947,1.751,14.079,216,459.887,,,,
16.972,1.766,14.098,218,459.141,,,,
16.997,1.738,14.121,214,462.978,,,,
17.022,1.749,14.14,216,460.195,,,,
17.047,1.722,14.162,212,462.71,,,,
17.072,1.728,14.181,213,461.963,,,,
17.097,1.697,14.204,209,462.297,,,,
17.122,1.709,14.223,211,461.48,,,,
17.147,1.674,14.245,207,464.655,,,,
17.172,1.689,14.265,208,463.735,,,,
17.197,1.662,14.288,205,467.026,,,,
17.222,1.676,14.306,207,465.12,,,,
17.247,1.642,14.329,203,464.286,,,,
17.272,1.665,14.348,205,465.917,,,,
17.297,1.631,14.371,201,466.52,,,,
17.322,1.644,14.389,203,464.657,,,,
17.347,1.621,14.413,200,468.951,,,,
17.372,1.633,14.432,201,467.569,,,,
17.397,1.596,14.454,197,468.977,,,,
17.422,1.619,14.473,200,465.887,,,,
17.447,1.587,14.496,196,468.466,,,,
17.472,1.612,14.515,199,463.863,,,,
17.497,1.57,14.537,194,469.816,,,,
17.522,1.598,14.557,197,467.54,,,,
17.547,1.559,14.579,192,469.972,,,,
17.572,1.58,14.598,195,468.009,,,,
17.597,1.545,14.62,191,468.672,,,,
17.622,1.567,14.64,193,468.174,,,,
17.647,1.532,14.662,189,470.754,,,,
17.672,1.558,14.682,192,468.947,,,,
17.697,1.518,14.704,187,471.042,,,,
17.722,1.545,14.724,191,469.69,,,,
17.747,1.505,14.746,186,470.265,,,,
17.772,1.534,14.765,189,467.128,,,,
17.797,1.505,14.788,186,470.216,,,,
17.822,1.514,14.806,187,468.74,,,,
17.847,1.49,14.829,184,471.612,,,,
17.872,1.509,14.848,186,469.253,,,,
17.897,1.477,14.871,182,469.186,,,,
17.922,1.501,14.89,185,469.395,,,,
17.947,1.465,14.912,181,469.213,,,,
17.972,1.493,14.932,184,467.555,,,,
17.997,1.448,14.954,179,471.184,,,,
18.022,1.482,14.973,183,466.508,,,,
18.047,1.44,14.996,178,468.771,,,,
18.072,1.46,15.014,180,466.862,,,,
18.097,1.426,15.038,176,468.691,,,,
18.122,1.449,15.056,179,465.661,,,,
18.147,1.415,15.079,175,468.296,,,,
18.172,1.439,15.098,178,465.337,,,,
18.197,1.401,15.121,173,466.809,,,,
18.222,1.43,15.14,176,464.725,,,,
18.247,1.387,15.163,171,465.951,,,,
18.272,1.418,15.181,175,463.461,,,,
18.297,1.376,15.204,170,465.616,,,,
18.322,1.398,15.223,172,460.739,,,,
18.347,1.357,15.246,167,463.981,,,,
18.372,1.386,15.265,171,461.042,,,,
18.397,1.344,15.288,166,462.452,,,,
18.422,1.381,15.306,170,460.811,,,,
18.447,1.337,15.329,165,461.575,,,,
18.472,1.37,15.348,169,456.718,,,,
18.497,1.325,15.371,163,459.536,,,,
18.522,1.357,15.389,167,458.733,,,,
18.547,1.319,15.412,163,459.469,,,,
18.572,1.35,15.432,166,457.021,,,,
18.597,1.306,15.454,161,457.91,,,,
18.622,1.342,15.473,166,456.317,,,,
18.647,1.296,15.496,160,458.241,,,,
18.672,1.328,15.515,164,454.654,,,,
18.697,1.281,15.537,158,457.057,,,,
18.722,1.321,15.557,163,454.771,,,,
18.747,1.277,15.579,157,456.27,,,,
18.772,1.318,15.598,163,452.616,,,,
18.797,1.276,15.621,157,453.576,,,,
18.822,1.315,15.639,162,451.441,,,,
18.847,1.274,15.662,157,452.406,,,,
18.872,1.313,15.682,162,450.393,,,,
18.897,1.267,15.704,156,453.728,,,,
18.922,1.308,15.723,161,449.524,,,,
18.947,1.267,15.746,156,451.037,,,,
18.972,1.302,15.765,161,449.353,,,,
18.997,1.26,15.787,155,450.91,,,,
19.022,1.295,15.806,160,449.081,,,,
19.047,1.252,15.829,154,450.579,,,,
19.072,1.29,15.848,159,448.337,,,,
19.097,1.24,15.87,153,448.692,,,,
19.122,1.283,15.89,158,448.359,,,,
19.147,1.234,15.913,152,448.859,,,,
19.172,1.27,15.932,157,447.402,,,,
19.197,1.219,15.954,150,447.998,,,,
19.222,1.245,15.972,154,446.618,,,,
19.247,1.21,15.996,149,449.455,,,,
19.272,1.236,16.015,152,445.494,,,,
19.297,1.187,16.037,146,449.192,,,,
19.322,1.23,16.057,152,443.814,,,,
19.347,1.174,16.079,145,448.375,,,,
19.372,1.221,16.099,151,445.671,,,,
19.397,1.165,16.12,144,449.38,,,,
19.422,1.21,16.14,149,445.195,,,,
19.447,1.156,16.163,143,448.026,,,,
19.472,1.193,16.181,147,446.354,,,,
19.497,1.148,16.204,142,448.755,,,,
19.522,1.181,16.223,146,446.529,,,,
19.547,1.131,16.246,140,450.149,,,,
19.572,1.168,16.265,144,447.213,,,,
19.597,1.119,16.287,138,449.551,,,,
19.622,1.167,16.306,144,447.218,,,,
19.647,1.112,16.329,137,449.383,,,,
19.672,1.158,16.348,143,445.233,,,,
19.697,1.11,16.371,137,449.32,,,,
19.722,1.15,16.39,142,448.507,,,,
19.747,1.103,16.412,136,451.1,,,,
19.772,1.149,16.432,142,447.423,,,,
19.797,1.097,16.454,135,452.054,,,,
19.822,1.143,16.473,141,450.118,,,,
19.847,1.099,16.496,136,454.875,,,,
19.872,1.137,16.515,140,450.608,,,,
19.897,1.087,16.537,134,453.156,,,,
19.922,1.13,16.557,139,453.599,,,,
19.947,1.076,16.579,133,454.639,,,,
19.972,1.12,16.598,138,454.813,,,,
19.997,1.067,16.621,132,456.174,,,,
20.022,1.116,16.64,138,455.899,,,,
20.047,1.058,16.662,131,455.776,,,,
20.072,1.106,16.682,136,456.797,,,,
20.097,1.048,16.704,129,459.394,,,,
20.122,1.101,16.723,136,458.202,,,,
20.147,1.044,16.746,129,458.488,,,,
20.172,1.088,16.765,134,458.639,,,,
20.197,1.035,16.787,128,460.923,,,,
20.222,1.082,16.806,133,459.508,,,,
20.247,1.029,16.829,127,459.499,,,,
20.272,1.076,16.848,133,460.005,,,,
20.297,1.018,16.87,126,462.404,,,,
20.322,1.071,16.89,132,460.812,,,,
20.347,1.011,16.912,125,462.773,,,,
20.372,1.063,16.931,131,462.214,,,,
20.397,1.004,16.954,124,464.985,,,,
20.422,1.052,16.973,130,462.897,,,,
20.447,1,16.996,123,465.077,,,,
20.472,1.049,17.015,129,464.546,,,,
20.497,0.991,17.037,122,465.57,,,,
20.522,1.043,17.057,129,462.847,,,,
20.547,0.982,17.078,121,465.958,,,,
20.572,1.037,17.098,128,465.986,,,,
20.597,0.971,17.121,120,467.563,,,,
20.622,1.027,17.14,127,464.538,,,,
20.647,0.963,17.162,119,468.675,,,,
20.672,1.022,17.182,126,466.647,,,,
20.697,0.959,17.204,118,467.739,,,,
20.722,1.015,17.224,125,465.634,,,,
20.747,0.954,17.245,118,468.897,,,,
20.772,1.008,17.265,124,467.925,,,,
20.797,0.949,17.288,117,469.488,,,,
20.822,0.994,17.306,123,467.78,,,,
20.847,0.939,17.33,116,470.794,,,,
20.872,0.979,17.348,121,467.572,,,,
20.897,0.922,17.371,114,469.455,,,,
20.922,0.972,17.39,120,467.44,,,,
20.947,0.906,17.412,112,470.327,,,,
20.972,0.963,17.432,119,468.645,,,,
20.997,0.9,17.454,111,469.331,,,,
21.022,0.955,17.473,118,469.152,,,,
21.047,0.888,17.495,110,470.015,,,,
21.072,0.947,17.515,117,469.62,,,,
21.097,0.884,17.537,109,469.363,,,,
21.122,0.94,17.557,116,467.726,,,,
21.147,0.875,17.579,108,470.788,,,,
21.172,0.933,17.598,115,467.752,,,,
21.197,0.868,17.621,107,469.833,,,,
21.222,0.923,17.64,114,466.181,,,,
21.247,0.855,17.662,105,470.329,,,,
21.272,0.919,17.682,113,467.229,,,,
21.297,0.85,17.704,105,467.468,,,,
21.322,0.914,17.723,113,463.235,,,,
21.347,0.843,17.745,104,469.312,,,,
21.372,0.903,17.765,111,466.011,,,,
21.397,0.837,17.787,103,466.557,,,,
21.422,0.901,17.807,111,465.668,,,,
21.447,0.827,17.829,102,466.321,,,,
21.472,0.896,17.848,111,465.732,,,,
21.497,0.827,17.871,102,465.898,,,,
21.522,0.888,17.89,110,464.098,,,,
21.547,0.82,17.912,101,465.327,,,,
21.572,0.884,17.932,109,461.599,,,,
21.597,0.811,17.954,100,463.297,,,,
21.622,0.878,17.973,108,461.461,,,,
21.647,0.806,17.996,99,463.153,,,,
21.672,0.869,18.014,107,458.045,,,,
21.697,0.801,18.038,99,461.755,,,,
21.722,0.86,18.056,106,458.957,,,,
21.747,0.795,18.079,98,459.942,,,,
21.772,0.856,18.098,106,457.555,,,,
21.797,0.789,18.121,97,458.692,,,,
21.822,0.851,18.14,105,454.678,,,,
21.847,0.78,18.162,96,457.762,,,,
21.872,0.846,18.182,104,454.181,,,,
21.897,0.77,18.203,95,457.543,,,,
21.922,0.839,18.223,103,455.527,,,,
21.947,0.767,18.246,95,455.427,,,,
21.972,0.828,18.264,102,454.503,,,,
21.997,0.764,18.288,94,455.218,,,,
22.022,0.822,18.306,101,452.795,,,,
22.047,0.76,18.33,94,453.529,,,,
22.072,0.816,18.348,101,451.224,,,,
22.097,0.748,18.371,92,451.768,,,,
22.122,0.815,18.389,101,451.338,,,,
22.147,0.742,18.413,92,454.146,,,,
22.172,0.807,18.431,100,450.615,,,,
22.197,0.734,18.454,91,450.583,,,,
22.222,0.804,18.473,99,449.027,,,,
22.247,0.729,18.496,90,450.254,,,,
22.272,0.795,18.515,98,447.798,,,,
22.276,0.775,18.521,96,449.746,,,,
